,0,1,2,3,4,5
652,20183,8622,Surface Laptop 5,Seattle Warehouse,344,2025-07-26 00:00:00
653,24371,3601,Microsoft Modern Webcam,San Francisco Data Center,406,2025-07-20 08:00:00
654,23217,8897,Surface Go 3,LA Warehouse,395,2025-07-03 11:00:00
655,28636,4605,Azure GPU Node,LA Warehouse,406,2025-05-19 17:00:00
656,29966,4630,Surface Go 3,Atlanta Distribution Hub,343,2025-09-12 08:00:00
657,24155,5322,Xbox Wireless Controller,San Francisco Data Center,113,2025-06-26 18:00:00
658,20968,1317,Surface Docking Station,San Francisco Data Center,92,2025-06-20 12:00:00
659,22437,9132,Surface Duo 2,LA Warehouse,218,2025-06-17 14:00:00
660,23836,3179,Xbox Series S Console,Seattle Warehouse,269,2025-09-15 20:00:00
661,23166,9922,Azure Rack Server,Chicago Warehouse,477,2025-11-18 05:00:00
662,23009,3911,Azure GPU Node,LA Warehouse,182,2025-05-25 06:00:00
663,23278,7326,Microsoft Audio Dock,San Francisco Data Center,32,2025-06-16 01:00:00
664,24734,3883,Surface Headphones 2,NYC Warehouse,76,2025-06-24 09:00:00
665,23127,2515,Xbox Elite Controller,San Francisco Data Center,85,2025-10-18 03:00:00
666,23680,1582,Surface Docking Station,Chicago Warehouse,206,2025-10-26 10:00:00
667,22342,3000,Surface Laptop 5,Seattle Warehouse,218,2025-10-14 20:00:00
668,28910,9068,Azure Firewall Appliance,Chicago Warehouse,339,2025-06-29 18:00:00
669,24867,5408,Azure Firewall Appliance,NYC Warehouse,295,2025-05-10 22:00:00
670,29847,5910,Surface Headphones 2,LA Warehouse,403,2025-09-01 18:00:00
671,20936,5594,Xbox Wireless Controller,LA Warehouse,282,2025-10-20 10:00:00
672,22815,1956,Xbox Wireless Controller,Chicago Warehouse,359,2025-05-31 03:00:00
673,23412,7177,Surface Pro 9,Seattle Warehouse,229,2025-08-13 14:00:00
674,23053,8861,Xbox Elite Controller,Atlanta Distribution Hub,430,2025-10-10 06:00:00
675,21292,2712,Microsoft Audio Dock,Chicago Warehouse,229,2025-10-27 17:00:00
676,28611,7680,Xbox Series S Console,LA Warehouse,179,2025-09-29 23:00:00
677,23704,3001,Surface Laptop 5,Seattle Warehouse,165,2025-08-21 07:00:00
678,28952,6069,Surface Docking Station,Chicago Warehouse,188,2025-06-07 12:00:00
679,24752,4291,Data Center Cooling Unit,San Francisco Data Center,435,2025-08-06 11:00:00
680,23233,6881,Azure Firewall Appliance,NYC Warehouse,341,2025-06-01 11:00:00
681,28880,7614,Xbox Series S Console,San Francisco Data Center,152,2025-11-21 06:00:00
682,22113,1943,Xbox Series S Console,San Francisco Data Center,329,2025-09-03 08:00:00
683,29674,2608,Azure Firewall Appliance,LA Warehouse,170,2025-08-10 10:00:00
684,28324,2094,Xbox Elite Controller,NYC Warehouse,87,2025-05-13 05:00:00
685,29770,2103,Surface Headphones 2,NYC Warehouse,145,2025-11-24 08:00:00
686,25820,2699,Surface Go 3,NYC Warehouse,85,2025-08-03 23:00:00
687,29592,3455,Surface Laptop 5,LA Warehouse,334,2025-08-03 19:00:00
688,22397,8931,Azure GPU Node,Houston Warehouse,33,2025-06-14 01:00:00
689,22939,1501,Azure Rack Server,NYC Warehouse,74,2025-10-23 09:00:00
690,24569,6111,Xbox Elite Controller,Atlanta Distribution Hub,353,2025-06-15 07:00:00
691,23211,3995,Azure GPU Node,NYC Warehouse,10,2025-07-28 08:00:00
692,20068,8052,Microsoft Modern Webcam,NYC Warehouse,498,2025-11-20 22:00:00
693,20435,2316,Surface Go 3,NYC Warehouse,261,2025-11-17 07:00:00
694,21835,1434,Xbox Series X Console,Houston Warehouse,273,2025-10-22 13:00:00
695,26222,1037,Surface Duo 2,San Francisco Data Center,316,2025-05-24 22:00:00
696,26220,9966,Azure Rack Server,Seattle Warehouse,343,2025-10-05 09:00:00
697,25511,1970,Azure Rack Server,LA Warehouse,254,2025-09-28 18:00:00
698,25007,8813,Surface Duo 2,Dallas Data Center,434,2025-10-15 22:00:00
699,29219,1720,Azure Rack Server,Atlanta Distribution Hub,395,2025-07-13 02:00:00
700,24139,3439,Xbox Elite Controller,San Francisco Data Center,296,2025-08-02 21:00:00
701,21939,7328,Surface Laptop 5,Seattle Warehouse,148,2025-06-29 04:00:00
702,26249,2212,Microsoft Audio Dock,Houston Warehouse,477,2025-05-29 18:00:00
703,26242,5061,Xbox Series X Console,Dallas Data Center,244,2025-09-30 07:00:00
704,27054,6546,Surface Pro 9,Houston Warehouse,47,2025-08-12 04:00:00
705,23489,7834,Azure Network Switch,Chicago Warehouse,486,2025-09-06 11:00:00
706,27866,1872,Surface Go 3,Houston Warehouse,447,2025-10-04 07:00:00
707,27700,1609,Surface Headphones 2,Dallas Data Center,69,2025-07-27 14:00:00
708,27786,7801,Azure Firewall Appliance,Atlanta Distribution Hub,248,2025-08-21 23:00:00
709,21710,1408,Xbox Wireless Controller,Seattle Warehouse,108,2025-11-23 15:00:00
710,28097,5273,Surface Pen,San Francisco Data Center,307,2025-06-20 16:00:00
711,21602,1772,Azure Rack Server,Houston Warehouse,0,2025-06-03 14:00:00
712,20755,3145,Azure Network Switch,LA Warehouse,364,2025-05-29 13:00:00
713,23726,3132,Azure GPU Node,Atlanta Distribution Hub,277,2025-07-04 00:00:00
714,28988,8215,Microsoft HoloLens 2,Seattle Warehouse,365,2025-06-09 20:00:00
715,25034,2490,Azure Rack Server,Seattle Warehouse,1,2025-07-13 04:00:00
716,20781,6410,Microsoft Audio Dock,Dallas Data Center,292,2025-11-15 00:00:00
717,27351,8644,Surface Docking Station,LA Warehouse,309,2025-09-26 05:00:00
718,29605,3706,Azure Storage Array,Atlanta Distribution Hub,176,2025-11-01 21:00:00
719,25575,1065,Microsoft Modern Webcam,Atlanta Distribution Hub,91,2025-06-24 14:00:00
720,29601,8336,Surface Duo 2,Houston Warehouse,70,2025-07-05 12:00:00
721,27678,3489,Surface Laptop 5,San Francisco Data Center,293,2025-11-15 15:00:00
722,29895,4972,Microsoft HoloLens 2,Dallas Data Center,29,2025-08-05 21:00:00
723,23358,7495,Xbox Series X Console,San Francisco Data Center,470,2025-09-03 15:00:00
724,24856,8309,Surface Docking Station,Dallas Data Center,303,2025-05-11 03:00:00
725,26914,2224,Azure GPU Node,Houston Warehouse,348,2025-10-29 05:00:00
726,29486,4901,Azure Storage Array,Dallas Data Center,322,2025-08-11 15:00:00
727,26555,8423,Xbox Series X Console,NYC Warehouse,156,2025-08-18 16:00:00
728,24363,3501,Surface Headphones 2,LA Warehouse,418,2025-05-29 17:00:00
729,24827,6727,Surface Pen,Dallas Data Center,19,2025-05-29 23:00:00
730,29012,8328,Surface Pro 9,Atlanta Distribution Hub,1,2025-11-11 23:00:00
731,20795,3847,Microsoft Modern Webcam,NYC Warehouse,121,2025-07-02 11:00:00
732,20247,1480,Surface Headphones 2,San Francisco Data Center,74,2025-09-14 04:00:00
733,23216,7810,Xbox Series X Console,LA Warehouse,71,2025-11-19 03:00:00
734,27203,1371,Xbox Series S Console,Atlanta Distribution Hub,439,2025-11-05 06:00:00
735,24057,9074,Azure GPU Node,Chicago Warehouse,235,2025-10-14 01:00:00
736,24834,4894,Azure Rack Server,LA Warehouse,297,2025-07-16 15:00:00
737,26176,5790,Microsoft HoloLens 2,LA Warehouse,107,2025-10-31 16:00:00
738,28442,1763,Surface Go 3,San Francisco Data Center,312,2025-11-03 17:00:00
739,20296,2742,Surface Go 3,San Francisco Data Center,73,2025-05-27 12:00:00
740,28790,7739,Microsoft HoloLens 2,Houston Warehouse,65,2025-09-14 18:00:00
741,22299,6876,Azure Rack Server,Houston Warehouse,418,2025-09-01 14:00:00
742,26519,7503,Surface Headphones 2,LA Warehouse,386,2025-10-13 06:00:00
743,28799,3561,Surface Laptop 5,NYC Warehouse,50,2025-09-04 08:00:00
744,27476,1476,Xbox Wireless Controller,Atlanta Distribution Hub,178,2025-06-23 01:00:00
745,21865,5753,Microsoft Modern Webcam,LA Warehouse,227,2025-08-06 17:00:00
746,26804,8185,Xbox Wireless Controller,NYC Warehouse,298,2025-10-10 19:00:00
747,23940,5735,Surface Laptop 5,Dallas Data Center,410,2025-09-24 05:00:00
748,26793,9735,Xbox Series S Console,Atlanta Distribution Hub,79,2025-06-27 00:00:00
749,21679,4813,Azure Storage Array,NYC Warehouse,493,2025-07-07 07:00:00
750,27369,1282,Microsoft Audio Dock,Atlanta Distribution Hub,43,2025-08-16 21:00:00
751,25197,7308,Surface Docking Station,NYC Warehouse,101,2025-10-13 18:00:00
752,22669,1326,Surface Headphones 2,Seattle Warehouse,214,2025-06-13 10:00:00
753,25232,1089,Surface Duo 2,Dallas Data Center,135,2025-08-15 16:00:00
754,23817,9478,Microsoft HoloLens 2,NYC Warehouse,325,2025-09-23 02:00:00
755,21965,7412,Surface Laptop 5,LA Warehouse,359,2025-06-23 15:00:00
756,20905,2825,Azure Firewall Appliance,San Francisco Data Center,204,2025-05-16 08:00:00
757,28233,2205,Surface Headphones 2,NYC Warehouse,52,2025-07-05 13:00:00
758,25742,7850,Azure Storage Array,Seattle Warehouse,264,2025-09-16 13:00:00
759,21735,7106,Xbox Series X Console,Chicago Warehouse,472,2025-09-26 07:00:00
760,24527,9414,Xbox Series X Console,Seattle Warehouse,291,2025-08-30 18:00:00
761,22239,5553,Azure Storage Array,Atlanta Distribution Hub,40,2025-08-24 00:00:00
762,28327,2829,Data Center Cooling Unit,Atlanta Distribution Hub,437,2025-08-27 05:00:00
763,24707,6748,Surface Docking Station,Seattle Warehouse,123,2025-06-11 08:00:00
764,22404,7283,Azure Storage Array,Chicago Warehouse,482,2025-07-26 13:00:00
765,23423,9069,Xbox Series S Console,San Francisco Data Center,415,2025-05-29 13:00:00
766,26133,1568,Microsoft Audio Dock,Houston Warehouse,8,2025-08-09 01:00:00
767,28346,4105,Azure Rack Server,Houston Warehouse,442,2025-08-28 07:00:00
768,25389,9069,Surface Pen,LA Warehouse,315,2025-09-07 22:00:00
769,21351,6573,Azure Rack Server,Atlanta Distribution Hub,182,2025-05-09 23:00:00
770,27412,7300,Xbox Wireless Controller,LA Warehouse,172,2025-06-21 21:00:00
771,21759,7780,Microsoft Audio Dock,NYC Warehouse,309,2025-07-06 12:00:00
772,20978,1325,Surface Pro 9,Chicago Warehouse,287,2025-05-08 05:00:00
773,22340,1132,Microsoft HoloLens 2,Atlanta Distribution Hub,127,2025-09-22 00:00:00
774,24077,9743,Microsoft Modern Webcam,Chicago Warehouse,177,2025-11-20 07:00:00
775,25639,5259,Microsoft HoloLens 2,Houston Warehouse,198,2025-05-04 05:00:00
776,27881,5595,Data Center Cooling Unit,LA Warehouse,500,2025-08-01 09:00:00
777,25116,9527,Azure Rack Server,Houston Warehouse,143,2025-09-15 07:00:00
778,29376,4487,Surface Docking Station,San Francisco Data Center,370,2025-08-26 12:00:00
779,20157,1856,Surface Docking Station,Seattle Warehouse,425,2025-08-28 06:00:00
780,22165,4646,Azure Firewall Appliance,Chicago Warehouse,99,2025-08-09 06:00:00
781,20692,7772,Azure Network Switch,San Francisco Data Center,487,2025-05-22 19:00:00
782,23487,8823,Xbox Wireless Controller,LA Warehouse,436,2025-08-18 22:00:00
783,20836,4089,Surface Duo 2,NYC Warehouse,304,2025-09-21 14:00:00
784,28114,4223,Azure Storage Array,Houston Warehouse,219,2025-11-17 17:00:00
785,27305,9724,Microsoft Audio Dock,Seattle Warehouse,494,2025-08-21 05:00:00
786,21934,7372,Microsoft Modern Webcam,San Francisco Data Center,264,2025-07-07 19:00:00
787,20895,2445,Microsoft HoloLens 2,Atlanta Distribution Hub,286,2025-09-03 07:00:00
788,28791,9159,Microsoft HoloLens 2,NYC Warehouse,92,2025-09-21 03:00:00
789,27389,2212,Azure Rack Server,San Francisco Data Center,152,2025-10-07 07:00:00
790,27805,7338,Data Center Cooling Unit,Houston Warehouse,274,2025-11-02 00:00:00
791,24107,8720,Microsoft HoloLens 2,NYC Warehouse,335,2025-08-09 05:00:00
792,21610,1985,Microsoft Modern Webcam,Chicago Warehouse,282,2025-06-20 07:00:00
793,21057,9485,Surface Go 3,LA Warehouse,228,2025-08-16 04:00:00
794,28603,3471,Microsoft Audio Dock,Chicago Warehouse,68,2025-07-28 22:00:00
795,20728,4464,Surface Docking Station,Chicago Warehouse,290,2025-06-27 08:00:00
796,27992,6818,Microsoft Modern Webcam,NYC Warehouse,334,2025-10-23 18:00:00
797,22629,8627,Azure Storage Array,NYC Warehouse,406,2025-09-19 06:00:00
798,28244,7343,Data Center Cooling Unit,Atlanta Distribution Hub,91,2025-11-16 09:00:00
799,24472,1012,Surface Laptop 5,Dallas Data Center,201,2025-07-22 00:00:00
800,22228,4244,Surface Duo 2,LA Warehouse,348,2025-07-27 17:00:00
801,23789,5920,Surface Docking Station,Dallas Data Center,34,2025-10-08 02:00:00
802,29784,4136,Xbox Wireless Controller,Seattle Warehouse,293,2025-09-05 08:00:00
803,21737,8276,Azure GPU Node,Atlanta Distribution Hub,8,2025-08-05 12:00:00
804,24692,7520,Xbox Series X Console,Seattle Warehouse,293,2025-07-22 14:00:00
805,26011,8417,Data Center Cooling Unit,San Francisco Data Center,181,2025-07-05 11:00:00
806,26686,4904,Azure Storage Array,Houston Warehouse,13,2025-05-16 02:00:00
807,20734,7736,Surface Go 3,Houston Warehouse,281,2025-11-04 02:00:00
808,28451,9028,Surface Pen,NYC Warehouse,282,2025-08-18 00:00:00
809,21255,4570,Xbox Wireless Controller,Atlanta Distribution Hub,66,2025-07-15 05:00:00
810,23628,1747,Azure Firewall Appliance,Atlanta Distribution Hub,158,2025-09-24 06:00:00
811,24325,8116,Microsoft Audio Dock,San Francisco Data Center,45,2025-05-20 14:00:00
812,22458,9976,Data Center Cooling Unit,Seattle Warehouse,181,2025-07-11 13:00:00
813,27565,9197,Surface Duo 2,Atlanta Distribution Hub,75,2025-06-19 18:00:00
814,24499,1690,Xbox Wireless Controller,Atlanta Distribution Hub,432,2025-10-11 09:00:00
815,23959,8907,Microsoft HoloLens 2,Dallas Data Center,63,2025-07-13 08:00:00
816,23114,1922,Azure Network Switch,Houston Warehouse,287,2025-09-01 21:00:00
817,28076,4617,Xbox Wireless Controller,Dallas Data Center,133,2025-08-13 15:00:00
818,21605,1165,Surface Laptop 5,LA Warehouse,295,2025-09-21 09:00:00
819,20386,4589,Xbox Series X Console,Atlanta Distribution Hub,370,2025-07-02 13:00:00
820,26559,9719,Surface Pen,Chicago Warehouse,475,2025-10-03 17:00:00
821,25194,6356,Surface Pro 9,Seattle Warehouse,456,2025-11-22 00:00:00
822,29668,5446,Azure Firewall Appliance,Atlanta Distribution Hub,117,2025-09-09 07:00:00
823,21240,8931,Surface Duo 2,Houston Warehouse,207,2025-10-28 07:00:00
824,29016,1788,Data Center Cooling Unit,San Francisco Data Center,25,2025-10-05 13:00:00
825,28600,8841,Microsoft Audio Dock,Atlanta Distribution Hub,9,2025-05-12 04:00:00
826,20166,2379,Microsoft Modern Webcam,Atlanta Distribution Hub,482,2025-10-28 15:00:00
827,23968,3973,Xbox Elite Controller,Chicago Warehouse,164,2025-10-14 20:00:00
828,29591,4977,Azure GPU Node,Dallas Data Center,421,2025-06-09 11:00:00
829,20186,6707,Azure Network Switch,Chicago Warehouse,495,2025-08-16 07:00:00
830,25149,2205,Xbox Elite Controller,Dallas Data Center,109,2025-10-16 03:00:00
831,20345,4251,Surface Duo 2,Chicago Warehouse,122,2025-08-30 03:00:00
832,25278,7524,Xbox Series S Console,Atlanta Distribution Hub,70,2025-06-02 13:00:00
833,28032,7623,Surface Laptop 5,NYC Warehouse,303,2025-07-01 03:00:00
834,24511,5618,Surface Duo 2,Atlanta Distribution Hub,381,2025-09-13 19:00:00
835,25844,2310,Microsoft Modern Webcam,San Francisco Data Center,428,2025-07-11 03:00:00
836,25718,1961,Surface Laptop 5,San Francisco Data Center,59,2025-05-10 17:00:00
837,25641,6507,Azure Rack Server,Seattle Warehouse,18,2025-07-13 11:00:00
838,25096,2032,Surface Go 3,Seattle Warehouse,264,2025-06-22 10:00:00
839,28680,1732,Surface Go 3,Dallas Data Center,14,2025-06-05 03:00:00
840,22247,3141,Surface Pen,LA Warehouse,492,2025-08-03 04:00:00
841,24709,4193,Surface Duo 2,NYC Warehouse,378,2025-10-16 13:00:00
842,28094,6900,Xbox Series S Console,San Francisco Data Center,162,2025-09-21 12:00:00
843,23883,5860,Azure Storage Array,Dallas Data Center,270,2025-09-20 19:00:00
844,29398,6854,Microsoft Audio Dock,LA Warehouse,88,2025-11-15 19:00:00
845,24484,4168,Azure Rack Server,Houston Warehouse,358,2025-05-20 05:00:00
846,21174,7010,Surface Pen,Dallas Data Center,108,2025-10-13 01:00:00
847,25633,1121,Xbox Wireless Controller,Houston Warehouse,251,2025-10-13 10:00:00
848,26631,3871,Microsoft Audio Dock,NYC Warehouse,297,2025-11-04 11:00:00
849,22660,3766,Azure Storage Array,LA Warehouse,255,2025-11-14 04:00:00
850,21292,5475,Xbox Series S Console,LA Warehouse,87,2025-05-11 13:00:00
851,29419,4106,Xbox Wireless Controller,Houston Warehouse,173,2025-08-28 14:00:00
852,22101,1933,Surface Pen,Seattle Warehouse,290,2025-10-14 21:00:00
853,25604,8667,Surface Go 3,Atlanta Distribution Hub,193,2025-05-09 08:00:00
854,25046,4601,Xbox Wireless Controller,Dallas Data Center,129,2025-06-01 04:00:00
855,24722,7598,Surface Pen,Atlanta Distribution Hub,180,2025-09-07 20:00:00
856,26016,4362,Xbox Series S Console,Chicago Warehouse,100,2025-11-15 00:00:00
857,22449,9101,Microsoft Modern Webcam,Chicago Warehouse,360,2025-05-06 02:00:00
858,29105,6958,Microsoft Modern Webcam,Seattle Warehouse,335,2025-08-07 04:00:00
859,25932,3370,Surface Duo 2,NYC Warehouse,227,2025-08-11 15:00:00
860,25902,6956,Surface Laptop 5,LA Warehouse,233,2025-08-15 10:00:00
861,23736,2918,Surface Go 3,Chicago Warehouse,232,2025-09-29 15:00:00
862,27442,9497,Xbox Series S Console,Atlanta Distribution Hub,319,2025-08-24 05:00:00
863,27022,4685,Xbox Series X Console,Houston Warehouse,367,2025-11-13 14:00:00
864,28175,5779,Surface Pro 9,San Francisco Data Center,118,2025-08-12 20:00:00
865,25775,6446,Data Center Cooling Unit,Dallas Data Center,276,2025-06-21 05:00:00
866,29898,7112,Azure Network Switch,Houston Warehouse,281,2025-10-27 11:00:00
867,25691,1481,Surface Duo 2,NYC Warehouse,241,2025-09-25 14:00:00
868,22480,2483,Surface Docking Station,Atlanta Distribution Hub,145,2025-05-02 22:00:00
869,26868,3958,Xbox Series X Console,Atlanta Distribution Hub,111,2025-09-09 00:00:00
870,24585,4826,Surface Docking Station,Dallas Data Center,201,2025-10-29 07:00:00
871,23278,2753,Data Center Cooling Unit,Atlanta Distribution Hub,302,2025-06-30 10:00:00
872,28381,5492,Microsoft HoloLens 2,LA Warehouse,49,2025-10-14 20:00:00
873,28797,3090,Surface Pro 9,San Francisco Data Center,128,2025-07-10 23:00:00
874,28412,1377,Azure Network Switch,Dallas Data Center,396,2025-09-24 19:00:00
875,20925,7904,Microsoft Modern Webcam,San Francisco Data Center,190,2025-08-21 20:00:00
876,23643,5613,Surface Docking Station,NYC Warehouse,363,2025-06-10 15:00:00
877,26696,7462,Surface Docking Station,LA Warehouse,195,2025-11-13 08:00:00
878,27014,4866,Azure GPU Node,San Francisco Data Center,352,2025-08-13 20:00:00
879,24293,6962,Microsoft Audio Dock,Houston Warehouse,225,2025-09-03 02:00:00
880,25962,7830,Azure GPU Node,NYC Warehouse,419,2025-09-19 06:00:00
881,28913,4398,Xbox Series S Console,Atlanta Distribution Hub,454,2025-09-24 08:00:00
882,25477,6648,Surface Go 3,NYC Warehouse,159,2025-06-05 22:00:00
883,24839,3462,Surface Headphones 2,LA Warehouse,294,2025-05-19 01:00:00
884,20912,5429,Microsoft HoloLens 2,Atlanta Distribution Hub,242,2025-09-11 16:00:00
885,29344,9660,Xbox Series S Console,Seattle Warehouse,114,2025-08-02 06:00:00
886,29070,7382,Microsoft HoloLens 2,Atlanta Distribution Hub,349,2025-08-10 17:00:00
887,20392,4708,Azure GPU Node,Dallas Data Center,26,2025-07-07 23:00:00
888,25765,8696,Xbox Series S Console,Seattle Warehouse,402,2025-08-08 19:00:00
889,22655,9264,Surface Laptop 5,Atlanta Distribution Hub,115,2025-07-24 11:00:00
890,25504,5137,Microsoft Audio Dock,NYC Warehouse,485,2025-10-13 13:00:00
891,23968,6972,Surface Duo 2,Houston Warehouse,296,2025-05-13 05:00:00
892,29087,1468,Surface Headphones 2,Seattle Warehouse,95,2025-08-10 17:00:00
893,23575,2078,Azure Rack Server,LA Warehouse,77,2025-09-08 05:00:00
894,26151,2014,Azure GPU Node,LA Warehouse,433,2025-06-01 18:00:00
895,26692,1192,Data Center Cooling Unit,LA Warehouse,414,2025-07-01 04:00:00
896,22140,3255,Surface Pen,Seattle Warehouse,277,2025-07-22 17:00:00
897,21872,4829,Azure Network Switch,NYC Warehouse,478,2025-09-18 16:00:00
898,28285,3554,Azure GPU Node,Chicago Warehouse,489,2025-05-08 08:00:00
899,28675,5477,Azure Storage Array,Dallas Data Center,146,2025-08-01 19:00:00
900,26944,7631,Azure Firewall Appliance,Atlanta Distribution Hub,334,2025-07-02 01:00:00
901,21475,7332,Azure Rack Server,LA Warehouse,101,2025-07-25 14:00:00
902,29997,6110,Surface Docking Station,Chicago Warehouse,313,2025-08-02 20:00:00
903,27641,7794,Xbox Wireless Controller,Atlanta Distribution Hub,333,2025-06-14 02:00:00
904,28627,3011,Microsoft Audio Dock,Seattle Warehouse,119,2025-06-14 08:00:00
905,25412,5612,Microsoft Modern Webcam,Atlanta Distribution Hub,87,2025-07-30 04:00:00
906,29920,6585,Surface Go 3,Atlanta Distribution Hub,267,2025-07-13 08:00:00
907,29470,7623,Azure Network Switch,Houston Warehouse,432,2025-05-11 11:00:00
908,20235,6347,Surface Duo 2,NYC Warehouse,399,2025-10-26 21:00:00
909,24322,4993,Surface Go 3,LA Warehouse,50,2025-07-24 01:00:00
910,25437,6783,Xbox Wireless Controller,Chicago Warehouse,56,2025-05-17 19:00:00
911,23491,9402,Xbox Wireless Controller,Dallas Data Center,348,2025-08-12 03:00:00
912,26917,6711,Xbox Series S Console,Seattle Warehouse,57,2025-08-12 20:00:00
913,23548,3030,Surface Duo 2,Dallas Data Center,361,2025-05-22 23:00:00
914,29603,8035,Surface Laptop 5,Houston Warehouse,254,2025-07-11 12:00:00
915,25946,1460,Surface Duo 2,Atlanta Distribution Hub,125,2025-10-09 21:00:00
916,28418,5561,Microsoft Modern Webcam,Seattle Warehouse,325,2025-06-01 14:00:00
917,21616,2908,Azure Firewall Appliance,Atlanta Distribution Hub,21,2025-09-09 05:00:00
918,20040,7931,Azure Rack Server,LA Warehouse,153,2025-10-15 06:00:00
919,28091,2780,Xbox Series S Console,Houston Warehouse,438,2025-09-12 12:00:00
920,28106,6049,Microsoft HoloLens 2,Seattle Warehouse,346,2025-09-05 13:00:00
921,20698,1179,Azure Firewall Appliance,Atlanta Distribution Hub,363,2025-10-24 11:00:00
922,21384,3259,Xbox Series X Console,NYC Warehouse,288,2025-05-08 20:00:00
923,27204,9219,Surface Pro 9,LA Warehouse,274,2025-10-27 14:00:00
924,28439,9433,Data Center Cooling Unit,Houston Warehouse,94,2025-11-21 09:00:00
925,21383,5664,Azure Network Switch,Chicago Warehouse,196,2025-10-11 07:00:00
926,20640,3457,Xbox Series X Console,Dallas Data Center,244,2025-07-07 20:00:00
927,24233,6179,Microsoft Modern Webcam,NYC Warehouse,5,2025-07-05 22:00:00
928,20744,9652,Surface Pro 9,San Francisco Data Center,233,2025-11-10 21:00:00
929,29481,8357,Surface Go 3,Houston Warehouse,115,2025-07-09 10:00:00
930,21689,2930,Xbox Series S Console,Dallas Data Center,367,2025-07-08 16:00:00
931,26228,1574,Surface Laptop 5,LA Warehouse,100,2025-05-16 17:00:00
932,21961,5047,Microsoft HoloLens 2,NYC Warehouse,46,2025-09-29 08:00:00
933,21294,7322,Xbox Series S Console,NYC Warehouse,406,2025-05-19 07:00:00
934,28971,1384,Xbox Series S Console,LA Warehouse,349,2025-10-10 02:00:00
935,27478,1784,Xbox Series X Console,Dallas Data Center,297,2025-08-24 02:00:00
936,24920,9340,Microsoft Audio Dock,Dallas Data Center,482,2025-08-29 08:00:00
937,21725,1388,Azure Storage Array,San Francisco Data Center,469,2025-08-29 15:00:00
938,24497,6257,Microsoft Modern Webcam,LA Warehouse,469,2025-11-20 09:00:00
939,24439,7516,Azure Network Switch,Dallas Data Center,129,2025-06-18 15:00:00
940,23107,8350,Data Center Cooling Unit,LA Warehouse,62,2025-06-07 00:00:00
941,23897,5513,Surface Pro 9,LA Warehouse,4,2025-09-28 14:00:00
942,24641,7708,Microsoft HoloLens 2,Chicago Warehouse,80,2025-05-06 12:00:00
943,25511,7858,Surface Laptop 5,Seattle Warehouse,496,2025-08-25 02:00:00
944,27702,4409,Azure Firewall Appliance,Atlanta Distribution Hub,183,2025-08-19 04:00:00
945,21590,5122,Surface Headphones 2,San Francisco Data Center,161,2025-11-17 12:00:00
946,29564,6166,Azure Storage Array,NYC Warehouse,221,2025-06-22 15:00:00
947,21402,6445,Surface Pen,Houston Warehouse,216,2025-09-08 06:00:00
948,24946,8343,Azure GPU Node,Atlanta Distribution Hub,292,2025-06-02 05:00:00
949,24067,3985,Surface Duo 2,San Francisco Data Center,430,2025-07-24 20:00:00
950,23512,5515,Surface Duo 2,NYC Warehouse,232,2025-11-17 16:00:00
951,29242,8736,Surface Go 3,Atlanta Distribution Hub,343,2025-10-03 03:00:00
952,29861,3809,Microsoft Modern Webcam,Chicago Warehouse,276,2025-08-01 01:00:00
953,26172,1272,Xbox Wireless Controller,Dallas Data Center,102,2025-06-14 01:00:00
954,26904,6599,Xbox Series S Console,Atlanta Distribution Hub,131,2025-07-16 01:00:00
955,25854,2556,Surface Headphones 2,Houston Warehouse,368,2025-06-27 16:00:00
956,20094,9662,Surface Pro 9,NYC Warehouse,421,2025-10-30 00:00:00
957,25267,3037,Microsoft HoloLens 2,Houston Warehouse,83,2025-09-02 09:00:00
958,27458,6024,Microsoft HoloLens 2,Atlanta Distribution Hub,492,2025-09-26 00:00:00
959,22532,2439,Azure GPU Node,Dallas Data Center,59,2025-08-29 05:00:00
960,25224,5438,Surface Headphones 2,Dallas Data Center,160,2025-06-15 10:00:00
961,25747,8618,Azure Storage Array,Dallas Data Center,70,2025-08-31 23:00:00
962,21654,9940,Xbox Elite Controller,Seattle Warehouse,450,2025-09-22 00:00:00
963,27219,9993,Microsoft Audio Dock,Chicago Warehouse,160,2025-08-28 18:00:00
964,26784,5117,Surface Headphones 2,Houston Warehouse,89,2025-08-26 13:00:00
965,27481,7982,Azure Rack Server,LA Warehouse,100,2025-09-09 07:00:00
966,21287,6667,Azure GPU Node,NYC Warehouse,353,2025-07-22 10:00:00
967,29198,5630,Microsoft HoloLens 2,NYC Warehouse,367,2025-06-05 05:00:00
968,24986,1750,Xbox Series S Console,Dallas Data Center,138,2025-10-18 18:00:00
969,26397,8287,Xbox Wireless Controller,Houston Warehouse,92,2025-09-27 13:00:00
970,29890,9716,Xbox Series X Console,Dallas Data Center,389,2025-06-28 00:00:00
971,28539,5345,Xbox Wireless Controller,LA Warehouse,29,2025-08-28 19:00:00
972,21666,7921,Xbox Series X Console,Dallas Data Center,94,2025-11-12 10:00:00
973,29254,1929,Surface Pen,Chicago Warehouse,130,2025-05-06 03:00:00
974,26582,2233,Surface Duo 2,Seattle Warehouse,398,2025-05-17 03:00:00
975,22683,9344,Surface Pro 9,Seattle Warehouse,18,2025-05-04 00:00:00
